ID Chamado,TÍTULO,CATEGORIA COMPLETA,,,
2019040216,Manutenção semanal do gerador de 155 kVA do CPF,Manutenção Preventiva > Gerador,,,
2019040217,Manutenção preventiva Mensal - Ar condicionado Split System - Pavilhão de Serviços CJA,Manutenção Preventiva > Ar condicionado split,,,
2019040218,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2019040219,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2019040228,"Bom dia,      Gostaria de realizar a troca da tomada para a instalação",Elétrica > Instalações elétricas,,,
2019040230,Fechamento de vão de porta na sala da coordenação. A porta existente e,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2019040243,"Prezados(as), a maçaneta da sala 10 saltou e a porta não abre,o pedido","Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2019040252,Substituição de Lâmpada,Elétrica > Iluminação,,,
2019040254,Retirada de Material na Nova Sede,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2019040255,Manutenção preventiva Mensal - Ar condicionado Split System - Pavilhão Administrativo CJA,Manutenção Preventiva > Ar condicionado split,,,
2019040256,Manutenção preventiva Mensal - Ar condicionado Split System - Pavilhão de Aulas CJA,Manutenção Preventiva > Ar condicionado split,,,
2019040259,Manutenção Ar Condicionado Sala 7 (Entupimento),Climatização > Ar condicionado,,,
2019040269,"Fixar espelho banheiro feminino do Centro de Formação.Foi retirado por Marcelo,cabo de turma da ARAÙNA pelo risco de soltar-se totalmente e quebrar.",Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2019040283,Solicitação para Construção de Tampas para PV,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2019040284,Aparelho não liga,Climatização > Ar condicionado,,,
2019040288,Manutenção preventiva bimensal do gerador 155 kVA do CPF,Manutenção Preventiva > Gerador,,,
2019040289,Manutenção preventiva bimensal do gerador 155 kVA do Pavilhão de Aulas do CJA,Manutenção Preventiva > Gerador,,,
2019040290,Manutenção preventiva bimensal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2019040291,Manutenção preventiva bimensal do gerador 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2019040292,Manutenção preventiva bimensal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2019040297,Conserto das lampadas do auditório Monte Pascoal e do vestiário,Elétrica > Iluminação,,,
2019040301,SOLICITAMOS URGENTE TROCA DE LÂMPADAS DO PALCO E DO CAMARIM - AUDITÓRIO MONTE PASCOAL 1,Elétrica > Iluminação,,,
2019040304,Trinco da porta quebrado,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2019040328,Mudança de local do extintor - Secretaria do gabinete - Reitoria,"Segurança contra Incêndio > Sistemas de combate a incêndio (extintores, hidrantes)",,,
2019040339,Instalação de ponto de rede - Secretaria do gabinete - Reitoria,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2019040343,Tomada sem energia,Elétrica > Instalações elétricas,,,
2019040344,Solicito manutenção no nobreak (2016002966) da Sala 04 Pav. Aulas - CJ,Elétrica > Nobreak,,,
2019040345,Tomadas sem funcionar - PROTIC,Elétrica > Instalações elétricas,,,
2019040346,Solicito vistoria/manutenção do ar condicionado da Sala 12 - Pav. aula,Climatização > Ar condicionado,,,
2019040353,Medidas de prevenção - Fórum Rui Barbosa,Hidrossanitária > Hidráulica,,,
2019040358,Troca de Disjuntor,Elétrica > Instalações elétricas,,,
2019040365,Manutenção preventiva Mensal - Ar condicionado Split System - Reitoria CJA,Manutenção Preventiva > Ar condicionado split,,,
2019040366,Recarga de extintor na Reitoria,Manutenção Preventiva > Extintor,,,
2019040367,Recarga de extintor no CJA,Manutenção Preventiva > Extintor,,,
2019040368,Recarga de extintor no CPF,Manutenção Preventiva > Extintor,,,
2019040369,Recarga de extintor no CSC,Manutenção Preventiva > Extintor,,,
2019040377,Infiltração na sala de reuniões. Verificar telhado.,"Estrutura Predial > Telhados, calhas, rufos, etc.",,,
2019040383,Vários pontos de infiltrações em diferentes salas na Tutoria. Verifica,"Estrutura Predial > Telhados, calhas, rufos, etc.",,,
2019040389,Infiltração na sala de aula 01. Verificar causa.,"Estrutura Predial > Telhados, calhas, rufos, etc.",,,
2019040390,Solicito reparo no ventilador da copa. O equipamento está apresentando,Elétrica > Instalações elétricas,,,
2019040395,Bebedouro não está com entrada de água/Local/Anexo do Decanato,Hidrossanitária > Hidráulica,,,
2019040406,Manutenção preventiva semanal do gerador 155 kVA do Pavilhão de Aulas do CJA,Manutenção Preventiva > Gerador,,,
2019040407,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2019040408,Manutenção semanal do gerador de 155 kVA do CPF,Manutenção Preventiva > Gerador,,,
2019040409,Manutenção preventiva Mensal - Ar condicionado Split System - Laboratório CEPLAC CJA,Manutenção Preventiva > Ar condicionado split,,,
2019040410,Manutenção preventiva Mensal - Ar condicionado Split System - Pavilhão Administrativo CJA,Manutenção Preventiva > Ar condicionado split,,,
2019040411,Manutenção preventiva Mensal - Ar condicionado Split System - Pavilhão de Aulas CJA,Manutenção Preventiva > Ar condicionado split,,,
2019040412,Manutenção preventiva Mensal - Ar condicionado Split System - Pavilhão de Serviços CJA,Manutenção Preventiva > Ar condicionado split,,,
2019040413,Manutenção preventiva Mensal - Ar condicionado Split System - Bloco Administrativo CPF,Manutenção Preventiva > Ar condicionado split,,,
2019040414,Manutenção preventiva Mensal - Ar condicionado Split System - Bloco de Aulas 1 CPF,Manutenção Preventiva > Ar condicionado split,,,
2019040415,Manutenção preventiva Mensal - Ar condicionado Split System - Bloco de Aulas 2 CPF,Manutenção Preventiva > Ar condicionado split,,,
2019040416,Manutenção preventiva Mensal - Ar condicionado Split System - Bloco Docente CPF,Manutenção Preventiva > Ar condicionado split,,,
2019040417,Manutenção preventiva Mensal - Ar condicionado Split System - Laboratório 1° Ciclo - CFCS/CPF,Manutenção Preventiva > Ar condicionado split,,,
2019040418,Manutenção preventiva Mensal - Ar condicionado Split System - Pavilhão Anexo de Aulas CPF,Manutenção Preventiva > Ar condicionado split,,,
2019040419,Manutenção preventiva Mensal - Ar condicionado Split System - Pavilhão Administrativo CSC,Manutenção Preventiva > Ar condicionado split,,,
2019040420,Manutenção preventiva Mensal - Ar condicionado Split System - Bloco de Serviços CSC,Manutenção Preventiva > Ar condicionado split,,,
2019040421,Manutenção preventiva Mensal - Ar condicionado Split System - Espaço de Leitura CSC,Manutenção Preventiva > Ar condicionado split,,,
2019040422,Manutenção preventiva Mensal - Ar condicionado Split System - Laboratórios CSC,Manutenção Preventiva > Ar condicionado split,,,
2019040423,Manutenção preventiva Mensal - Ar condicionado Split System - Pavilhão de Convenções CSC,Manutenção Preventiva > Ar condicionado split,,,
2019040424,Manutenção preventiva Mensal - Ar condicionado Split System - Pavilhão de Feiras CSC,Manutenção Preventiva > Ar condicionado split,,,
2019040425,Manutenção preventiva Mensal - Ar condicionado Split System - Pórtico CSC,Manutenção Preventiva > Ar condicionado split,,,
2019040426,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2019040427,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2019040428,Manutenção preventiva bimensal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2019040447,Transporte do Gerador,Elétrica > Gerador,,,
2019040451,Instalação de Ar condicionado de 18.000 BTU's - Pavilhão de Feiras - CSC,Climatização > Ar condicionado,,,
2019040455,INSTALAÇÃO DE QUADRO DE PINTURA NA PAREDE,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2019040465,Mudança do Acess Point,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2019040481,Soldar arara do projeto da Prosis,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2019040482,Instalação de mola aérea na porta de madeira principal da Protic,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2019040491,Solicitação de mesa grande,Outros > Erro de chamado,,,
2019040501,"A pedido do Coordenador do CJA,  Solicito inclusão de limpeza dos apar",Climatização > Ar condicionado,,,
2019040502,Solicito instalação de mais 2 pontos de tomada no Setor de Operações T,Elétrica > Instalações elétricas,,,
2019040523,DATA SHOW - PROMOÇÃO DE SAÚDE,Outros > Erro de chamado,,,
2019040525,Vazamento em Válvula de Sanitário,Hidrossanitária > Hidráulica,,,
2019040533,Manutenção preventiva mensal de Ar condicionado Central (Chiller),Manutenção Preventiva > Ar condicionado central,,,
2019040534,Manutenção preventiva trimestral de Ar condicionado Central (Chiller) - PMOC,Manutenção Preventiva > Ar condicionado central,,,
2019040536,Manutenção preventiva QUADRIMESTRAL do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2019040539,Ar condicionado com defeito,Climatização > Ar condicionado,,,
2019040549,Tomadas,Elétrica > Instalações elétricas,,,
2019040552,Os 02 registros do banheiro masculino estão apresentando vazamentos. S,Manutenção Preventiva > Hidráulica,,,
2019040563,Banheiro e bebedouro,Hidrossanitária > Hidráulica,,,
2019040564,"Solicito a instalação de 02 ventiladores na sala do Cuni em Itamaraju,",Elétrica > Instalações elétricas,,,
2019040567,Solicito a execução de pontos de iluminação na área do gerador.,Elétrica > Instalações elétricas,,,
2019040575,Gentileza verificar ar condicionado das duas salas da ARI. Grata,Climatização > Ar condicionado,,,
2019040585,Descarga quebrada,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2019040586,bomba não funciona/ banheiros sem água,Hidrossanitária > Hidráulica,,,
2019040590,Manutenção preventiva semanal do gerador 155 kVA do Pavilhão de Aulas do CJA,Manutenção Preventiva > Gerador,,,
2019040591,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2019040592,Manutenção semanal do gerador de 155 kVA do CPF,Manutenção Preventiva > Gerador,,,
2019040593,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2019040594,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2019040595,Plano de manutenção preventiva de sistemas hidrossanitários - Laboratório CEPLAC CFCTAF CJA,Manutenção Preventiva > Vistoria em Instalações,,,
2019040596,Plano de manutenção preventiva de sistemas hidrossanitários - Bloco Administrativo CPF,Manutenção Preventiva > Vistoria em Instalações,,,
2019040597,Plano de manutenção preventiva de sistemas hidrossanitários - Bloco Anexo de Aulas CPF,Manutenção Preventiva > Vistoria em Instalações,,,
2019040598,Inspeção diária das instalações prediais - Bloco de Aulas 1 CPF,Manutenção Preventiva > Vistoria em Instalações,,,
2019040599,Plano de manutenção preventiva de sistemas hidrossanitários - Bloco de Aulas 2 CPF,Manutenção Preventiva > Vistoria em Instalações,,,
2019040600,Plano de manutenção preventiva de sistemas hidrossanitários - Bloco Docente CPF,Manutenção Preventiva > Vistoria em Instalações,,,
2019040601,Plano de manutenção preventiva de sistemas hidrossanitários - Laboratório 1° Ciclo CFCS CPF,Manutenção Preventiva > Vistoria em Instalações,,,
2019040608,nobreak não liga,Elétrica > Nobreak,,,
2019040618,Troca de porta,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2019040619,"""Fechamento"" buraco aberto próximo as escadas Anexo decanato","Estrutura Predial > Telhados, calhas, rufos, etc.",,,
2019040623,Forro da Biblioteca,Estrutura Predial > Forro,,,
2019040632,Ar condicionado não está ligando,Climatização > Ar condicionado,,,
2019040635,"Solicito a ampliação dos pontos de coleta de água pluvial , pois houve",Projetos e Reformas > Projeto,,,
2019040638,LIMPEZA/TROCA DE FILTRO DE BEBEDOURO,Hidrossanitária > Hidráulica,,,
2019040639,TROCA DE REGISTRO DO FOGÃO À GÁS,Hidrossanitária > Hidráulica,,,
2019040649,Instalação das Câmeras,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2019040653,Troca de filtros,Hidrossanitária > Hidráulica,,,
2019040667,Pia da Copa,Hidrossanitária > Hidráulica,,,
2019040676,Construção de bancada,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2019040681,Solicitação de pintura de marcação das vagas no estacionamento do camp,Projetos e Reformas > Projeto,,,
2019040682,"Prezados,     Solicito a gentileza de verificar o no-break do meu comp",Elétrica > Nobreak,,,
2019040688,Reparo em bomba do Núcleo Pedagógico,Hidrossanitária > Bomba,,,
2019040705,Instalação de hidrômetros,Hidrossanitária > Hidráulica,,,
2019040706,Instalação de hidrômetro,Hidrossanitária > Hidráulica,,,
2019040707,Instalação de hidrômetro,Hidrossanitária > Hidráulica,,,
2019040724,Ar Condicionado inoperante,Climatização > Ar condicionado,,,
2019040727,Ajuste da porta de vidro da biblioteca,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2019040744,Substituição de lâmpada da sala do Decanato do IHAC/CSC,Elétrica > Iluminação,,,
2019040747,"Entupimento vaso sanitário,masculino-Pavilhão I",Hidrossanitária > Hidráulica,,,
2019040755,Entupimento Vaso Sanitário Masculino-Pavilhão II,Hidrossanitária > Hidráulica,,,
2019040757,Manutenção de controle do ar condicionado,Climatização > Ar condicionado,,,
2019040772,Retirar câmera,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2019040781,Criação de espaço para Ecoponto,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2019040786,Manutenção preventiva semanal do gerador 155 kVA do Pavilhão de Aulas do CJA,Manutenção Preventiva > Gerador,,,
2019040787,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2019040788,Manutenção semanal do gerador de 155 kVA do CPF,Manutenção Preventiva > Gerador,,,
2019040789,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2019040790,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2019040791,Plano de manutenção preventiva de sistemas hidrossanitários - Pavilhão Administrativo CJA,Manutenção Preventiva > Vistoria em Instalações,,,
2019040792,Plano de manutenção preventiva de sistemas hidrossanitários - Pavilhão de Aulas CJA,Manutenção Preventiva > Vistoria em Instalações,,,
2019040793,Plano de manutenção preventiva de sistemas hidrossanitários - Pavilhão de Serviços CJA,Manutenção Preventiva > Vistoria em Instalações,,,
