ID Chamado,TÍTULO,DATA E HORA ABERTURA,STATUS,,,,CAMPUS,,,,,CATEGORIA COMPLETA,,,,Valor do chamado,,,,Latitude x Longitude Geral,,DESCRIÇÃO GLPI,TÍTULO O.S.M.,DESCRIÇÃO O.S.M.,Classificação IA,,Avaliação (%),Executor,Criticidade Atribuída por IA
2026030115,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco Administrativo,2026-03-05 00:00,Fechado,,,,Campus Paulo Freire,,,,,Manutenção Preventiva > Ar condicionado split,,,,0,,,,"-17.533274716800296, -39.72248779186285",,"Solicito manutenção preventiva dos equipamentos de ar condicionado conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 05.",,,Manutenção Preventiva > Ar condicionado split,,0.6,LSTM_BAIXA_CONF,Baixa
2026030116,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco de Aulas 1,2026-03-05 00:00,Fechado,,,,Campus Paulo Freire,,,,,Manutenção Preventiva > Ar condicionado split,,,,0,,,,"-17.53318988361887, -39.72242666524693",,"Solicito manutenção preventiva dos equipamentos de ar condicionado conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 05.",,,Manutenção Preventiva > Ar condicionado split,,0.71,LSTM_BAIXA_CONF,Baixa
2026030117,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco de Aulas 2,2026-03-05 00:00,Fechado,,,,Campus Paulo Freire,,,,,Manutenção Preventiva > Ar condicionado split,,,,0,,,,"-17.53318988361887, -39.72242666524693",,"Solicito manutenção preventiva dos equipamentos de ar condicionado conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 05.",,,Manutenção Preventiva > Ar condicionado split,,0.75,LSTM_BAIXA_CONF,Baixa
2026030118,Manutenção Preventiva Mensal - Ar condicionado - CPF - Laboratório 1° Ciclo CFCS,2026-03-05 00:00,Fechado,,,,Campus Paulo Freire,,,,,Manutenção Preventiva > Ar condicionado split,,,,0,,,,"-17.534235850278133, -39.724091821208056",,"Solicito manutenção preventiva dos equipamentos de ar condicionado conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 05.",,,Climatização > Ar condicionado,,0.72,LSTM_BAIXA_CONF,Baixa
2026030119,Manutenção Preventiva Mensal - Ar condicionado - CPF - Pavilhão Anexo de Aulas,2026-03-05 00:00,Fechado,,,,Campus Paulo Freire,,,,,Manutenção Preventiva > Ar condicionado split,,,,0,,,,"-17.53294195326467, -39.72258736378763",,"Solicito manutenção preventiva dos equipamentos de ar condicionado conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 05.",,,Manutenção Preventiva > Ar condicionado split,,0.57,LSTM_BAIXA_CONF,Baixa
2026030120,Manutenção Preventiva Mensal - Ar condicionado - CSC - Pavilhão Administrativo,2026-03-05 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Ar condicionado split,,,,0,,,,"-16.424036771315144, -39.13615281834591",,"Solicito manutenção preventiva dos equipamentos de ar condicionado conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 05.",,,Climatização > Ar condicionado,,0.7,LSTM_BAIXA_CONF,Baixa
2026030121,Manutenção Preventiva Mensal - Ar condicionado - CSC - Bloco de Serviços,2026-03-05 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Ar condicionado split,,,,0,,,,"-16.424307884397862, -39.136705238608734",,"Solicito manutenção preventiva dos equipamentos de ar condicionado conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 05.",,,Manutenção Preventiva > Ar condicionado split,,0.92,LSTM_BAIXA_CONF,Baixa
2026030122,Manutenção Preventiva Mensal - Ar condicionado - CSC - Espaço de Leitura,2026-03-05 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Ar condicionado split,,,,0,,,,"-16.424657613462742, -39.135949237122865",,"Solicito manutenção preventiva dos equipamentos de ar condicionado conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 05.",,,Manutenção Preventiva > Ar condicionado split,,0.99,LSTM,Baixa
2026030123,Manutenção Preventiva Mensal - Ar condicionado - CSC - Laboratórios,2026-03-05 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Ar condicionado split,,,,0,,,,"-16.424310442233665, -39.1367972326299",,"Solicito manutenção preventiva dos equipamentos de ar condicionado conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 05.",,,Manutenção Preventiva > Ar condicionado split,,0.85,LSTM_BAIXA_CONF,Baixa
2026030124,Manutenção Preventiva Mensal - Ar condicionado - CSC - Pavilhão de Convenções,2026-03-05 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Ar condicionado split,,,,0,,,,"-16.425315471783644, -39.1356215455011",,"Solicito manutenção preventiva dos equipamentos de ar condicionado conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 05.",,,Manutenção Preventiva > Ar condicionado split,,0.99,LSTM,Baixa
2026030125,Manutenção Preventiva Mensal - Ar condicionado - CSC - Pavilhão de Feiras,2026-03-05 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Ar condicionado split,,,,0,,,,"-16.423058409985778, -39.136850127779546",,"Solicito manutenção preventiva dos equipamentos de ar condicionado conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 05.",,,Manutenção Preventiva > Ar condicionado split,,0.99,LSTM,Baixa
2026030126,Manutenção Preventiva Mensal - Ar Condicionado - CSC - Pórtico,2026-03-05 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Ar condicionado split,,,,0,,,,"-16.423822637563376, -39.13549260894328",,"Solicito manutenção preventiva dos equipamentos de ar condicionado conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 05.",,,Manutenção Preventiva > Ar condicionado split,,0.99,LSTM,Baixa
2026030127,Manutenção Preventiva Mensal - Ar condicionado - CPF - Laboratório de Habilidades,2026-03-05 00:00,Fechado,,,,Campus Paulo Freire,,,,,Manutenção Preventiva > Ar condicionado split,,,,0,,,,"-17.534583079307623, -39.723940092553796",,"Solicito manutenção preventiva dos equipamentos de ar condicionado conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 05.",,,Manutenção Preventiva > Ar condicionado split,,0.99,LSTM,Baixa
2026030128,Manutenção Preventiva Mensal - Ar condicionado - CSC - LABMOL,2026-03-05 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Ar condicionado split,,,,0,,,,"-16.424310442233665, -39.1367972326299",,"Solicito manutenção preventiva dos equipamentos de ar condicionado conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 05.",,,Manutenção Preventiva > Ar condicionado split,,0.93,LSTM_BAIXA_CONF,Baixa
2026030129,Manutenção Preventiva Mensal - Ar condicionado - CPF - Clínica escola de Psicologia,2026-03-05 00:00,Fechado,,,,Campus Paulo Freire,,,,,Manutenção Preventiva > Ar condicionado split,,,,0,,,,"-17.535306322127855, -39.72446535585202",,"Solicito manutenção preventiva dos equipamentos de ar condicionado conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 05.",,,Manutenção Preventiva > Ar condicionado split,,0.99,LSTM,Baixa
2026030130,Manutenção Preventiva Mensal - Ar condicionado - CPF - Salas de Tutoria,2026-03-05 00:00,Fechado,,,,Campus Paulo Freire,,,,,Manutenção Preventiva > Ar condicionado split,,,,0,,,,"-17.53486720606325, -39.72350064237744",,"Solicito manutenção preventiva dos equipamentos de ar condicionado conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 05.",,,Manutenção Preventiva > Quadros Elétricos,,0.78,LSTM_BAIXA_CONF,Baixa
2026030131,Manutenção preventiva mensal do elevador da Reitoria,2026-03-05 00:00,Fechado,,,,Reitoria,,,,,Manutenção Preventiva > Elevador,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Solicito manutenção preventiva mensal dos elevadores da Reitoria. Caso seja detectado alguma anomalia ou algum dos serviços não for concluído, favor informar descrever nesse chamado ou informar a Coordenação de Manutenção.",,,Manutenção Preventiva > Elevador,,0.88,LSTM_BAIXA_CONF,Baixa
2026030132,Manutenção preventiva mensal dos elevadores do Núcleo Pedagógico do Campus Paulo Freire,2026-03-05 00:00,Fechado,,,,Campus Paulo Freire,,,,,Manutenção Preventiva > Elevador,,,,0,,,,"-17.534582646209113, -39.72461446135704",,"Solicito manutenção preventiva mensal dos elevadores do Núcleo Pedagógico do Campus Paulo Freire. Caso seja detectado alguma anomalia ou algum dos serviços não for concluído, favor informar descrever nesse chamado ou informar a Coordenação de Manutenção e a Coordenação de Campus.",,,Manutenção Preventiva > Elevador,,0.48,LSTM_BAIXA_CONF,Baixa
2026030133,Manutenção preventiva mensal dos elevadores do Núcleo Pedagógico do Campus Jorge Amado,2026-03-05 00:00,Fechado,,,,Campus Jorge Amado,,,,,Manutenção Preventiva > Elevador,,,,0,,,,"-14.770309469288907, -39.23560995592077",,"Solicito manutenção preventiva mensal dos elevadores do Núcleo Pedagógico do Campus Jorge Amado. Caso seja detectado alguma anomalia ou algum dos serviços não for concluído, favor informar descrever nesse chamado ou informar a Coordenação de Manutenção e a Coordenação de Campus.",,,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,0.36,LSTM_BAIXA_CONF,Baixa
2026030134,INSTALAÇAO DE PAPEL NOS VIDROS DAS SALAS DE MONITORIAS (PRÓXIMO AOS CONSULTÓRIOS)  DO SETOR DE HABILIDADES,2026-03-05 07:50,Fechado,,,,Campus Paulo Freire,,,,,"Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)",,,,0,,,,"-17.534828808942148, -39.72394543442796",,"Solicito a pedido de Paulo e da professora Glauciele a instalação de papel nos vidros das salas de monitoria próximas aos consultórios, para garantir maior privacidade durante a realização das aulas.",,,Elétrica > Instalações elétricas,,0.92,LSTM_BAIXA_CONF,Baixa
2026030136,Instalação de ponto de tomada e lógica,2026-03-05 08:36,Fechado,,,,Campus Paulo Freire,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-17.533274716800296, -39.72248779186285",,"Prezados, bom dia.
Solicito a instalação de um novo ponto de tomada e a alteração do local do ponto de lógica existente na sala de infraestrutura do Campus Paulo Freire, localizada no Complexo I.",,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.8,LSTM_BAIXA_CONF,Baixa
2026030137,Porta travando,2026-03-05 08:55,Fechado,,,,Campus Jorge Amado,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,0,,,,"-14.770309469288907, -39.23560995592077",,"Porta travando
Local: Sala 05 - PORTA CEDEU",,,Climatização > Ar condicionado,,1,LSTM,Baixa
2026030152,ar condicionado não resfria,2026-03-05 15:15,Fechado,,,,Campus Jorge Amado,,,,,Climatização > Ar condicionado split,,,,0,,,,"-14.755969187255209, -39.23160150191233",,"Ar condicionado liga, porém não resfria e desliga após alguns minutos.
Laboratório de tecnologia de produtos florestais > Laboratório de Físisca > Sala Climatizada > Laboratório de melhoramento florestal e análise de dados.",,,Estrutura Predial > Forro,,0.5,LSTM_BAIXA_CONF,Baixa
2026030158,troca e fechamento de placas de forro mineral. nas salas de aulas,2026-03-05 17:57,Fechado,,,,Campus Sosígenes Costa,,,,,Estrutura Predial > Forro,,,,6499.1,,,,"-16.423058409985778, -39.136850127779546",,"Solicitamos a aquisição de 42,15 m² de forro mineral para reposição nas salas de aula e no setor administrativo.
Devido a goteiras e quebra de algumas placas, alguns ambientes encontram-se sem o forro mineral.
A reposição é necessária para restabelecer as condições adequadas das salas.",Fechamento de placas de forro mineral - Campus Sosígenes Costa,Aquisição de placas de forro de fibra mineral para atendimento do chamado,Climatização > Ar condicionado,,1,LSTM,Baixa
2026030159,Ar condicionado não funcionou,2026-03-05 21:42,Fechado,,,,Campus Sosígenes Costa,,,,,Climatização > Ar condicionado split,,,,0,,,,"-16.423058409985778, -39.136850127779546",,"Prezados,
Espeto que estejam bem.
Fui alocada na sala para ministrar o componente Direito do Trabalho I na sala AGROVILA. Pedi que fossem ligados os aparelhos de ar condicionado e o segurança atendeu a solicitação. No entanto, apesar de em aparente funcionamento, a sala continuava extremamente quente, dificultando a condução da aula. Pedimos que fosse revisto pelo segurança que diminuiu ainda mais a temperatura e nada melhorou. Obtivemos informação de que aqueles aparelhos não estão em bom funcionamento, razão pela qual solicito que seja realizada alguma manutenção nos mesmo, visando à condução de uma aula menos sofrida para professora e alunos.
Desde já, agradeço a atenção.
Professora Carolina Bastos.",,,Outros > Outros,,0.21,LSTM_BAIXA_CONF,Baixa
2026030160,Sala sem computador e projetor,2026-03-05 21:50,Fechado,,,,Campus Sosígenes Costa,,,,,Outros > Outros,,,,0,,,,"-16.423909554595376, -39.13629623502169",,"Prezados,
Espero que estejam bem.
Fui alocada para ministrar o componente de Direito Empresarial na sala CABRALIA 1. No entanto, esta sala nao tem nenhuma estrutura visto que não tem computador e projetor, razão pela qual solicito a realocação para outra sala que esteja com os aparelhos necessários para a boa condução das aulas.
Desde já, agradeço a atenção.
Professora Carolina Bastos.",,,Outros > Outros,,0.32,LSTM_BAIXA_CONF,Baixa
2026030161,Sala sem projetor,2026-03-05 21:52,Fechado,,,,Campus Sosígenes Costa,,,,,Outros > Outros,,,,0,,,,"-16.423909554595376, -39.13629623502169",,"Estou ministrando o componente de direito das sucessões na sala boca da Mata no pavilhão das feiras no campus CSC e esta sala não possui nenhuma estrutura para aulas expositivas, sem projetor, nem computador, o que prejudicará o desenvolvimento do CC. Peço a instalação de projetor ou realocação de sala com estrutura.",,,Climatização > Ar condicionado,,0.16,LSTM_BAIXA_CONF,Média
2026030164,Gotejamento através de buraco onde havia placa de forro no Herbário,2026-03-06 10:02,Processando (atribuído),,,,Campus Sosígenes Costa,,,,,Climatização > Ar condicionado split,,,,155.47,,,,"-16.424310442233665, -39.1367972326299",,"Bom dia!
A placa de forro que fica abaixo cano do ar condicionado do Herbário foi removida porque estava danificada e esse cano está pingando água em cima de um armário e da coleção de sementes. Aparentemente a água não é de um vazamento, parece estar apenas condensando do lado de fora do cano, mas não tenho certeza.
Peço, por favor, que verifiquem o mais breve possível para não danificar o móvel nem a coleção.

Desde já, agradeço.",Substituição de tubo esponjoso em tubulação de ar condicionado; Complementar de substituição de tubo esponjoso em tubulação de ar condicionado,Substituição de tubo esponjoso em tubulação de ar condicionado; Complementar de substituição de tubo esponjoso em tubulação de ar condicionado,Estrutura Predial > Infiltração,,0.63,LSTM_BAIXA_CONF,Baixa
2026030169,Infiltração,2026-03-06 13:41,Processando (atribuído),,,,Campus Jorge Amado,,,,,Estrutura Predial > Infiltração,,,,0,,,,"-14.770883343840165, -39.23605772449692",,"Infiltração
Local: Sala estudantil empresa Jr",,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.8,LSTM_BAIXA_CONF,Baixa
2026030170,Conserto de divisória de granito.,2026-03-06 14:35,Fechado,,,,Campus Jorge Amado,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,0,,,,"-14.770883343840165, -39.23605772449692",,"Solicito conserto para divisória de granito do banheiro no NVGA.
Divisória entre box está descolando. Correndo o risco da divisória de granito cair e ocasionar um acidente.",,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.33,LSTM_BAIXA_CONF,Baixa
2026030173,Instalação,2026-03-06 16:53,Fechado,,,,Campus Paulo Freire,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-17.53335341230621, -39.72217542816204",,Instalar 15 suportes para gabinete de computador.,,,Climatização > Ar condicionado,,1,LSTM,Baixa
2026030174,Manutenção,2026-03-06 16:56,Processando (atribuído),,,,Campus Paulo Freire,,,,,Climatização > Ar condicionado split,,,,1005.45,,,,"-17.53858354170206, -39.76087854575488",,"Verificar a necessidade de manutenção dos aparelhos de ar condicionado das três salas do complexo Ubirajara.

Obs: Em uma das salas o aparelho não está funcionando.",Manutenção em aparelhos de ar condicionado,Manutenção em aparelhos de ar condicionado,Área Externa e Ambiental > Manutenção área externa / meio ambiente,,0.1,LSTM_BAIXA_CONF,Baixa
2026030175,Poda de galhos,2026-03-06 17:07,Fechado,,,,Campus Paulo Freire,,,,,Área Externa e Ambiental > Manutenção área externa / meio ambiente / Poda de árvore / Roçagem,,,,0,,,,"-17.53335341230621, -39.72217542816204",,"Solicito a poda de galhos de árvores que ficam próximas a janela da biblioteca, pois tem aumentado a quantidade de escorpiões dentro da biblioteca.",,,Elétrica > Iluminação,,1,LSTM,Baixa
2026030180,Verificação de iluminação – duas lâmpadas queimadas,2026-03-09 08:46,Fechado,,,,Campus Sosígenes Costa,,,,,Elétrica > Iluminação,,,,0,,,,"-16.424036771315144, -39.13615281834591",,"Bom dia,
há duas lâmpadas queimadas na secretaria Acadêmica. Favor verificar, pois a sala está escura.",,,Hidrossanitária > Hidráulica,,0.93,LSTM_BAIXA_CONF,Baixa
2026030181,Registro de água vazando,2026-03-09 09:16,Fechado,,,,Campus Jorge Amado,,,,,Hidrossanitária > Hidráulica,,,,0,,,,"-14.770309469288907, -39.23560995592077",,"Registro de água vazando
Local: Banheiro Feminino",,,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,0.56,LSTM_BAIXA_CONF,Baixa
2026030182,Troca de lugar de suporte para sabonete líquido,2026-03-09 09:18,Fechado,,,,Campus Jorge Amado,,,,,"Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)",,,,0,,,,"-14.770309469288907, -39.23560995592077",,"Solicito a troca da localização do suporte, o suporte precisa está centralizado na pia, o que pode ser feito é trocar de lugar com o suporte de papel.
Local: Banheiro Feminino - Terreo",,,Elétrica > Instalações elétricas,,0.95,LSTM,Média
2026030183,Manutenção em TC,2026-03-09 09:27,Fechado,,,,Campus Sosígenes Costa,,,,,Elétrica > Subestação,,,,1259.46,,,,"-16.423909554595376, -39.13629623502169",,"Prezados,

Foi verificado um desgaste no TC que será necessitara uma manutenção emergencial na primaria. o mesmo esta apresentando Ruído e um uma perca do verniz de isolamento .",Substituição de Transformador de corrente de média tensão,Substituição de Transformador de corrente de média tensão,Elétrica > Instalações elétricas,,0.84,LSTM_BAIXA_CONF,Baixa
2026030184,Troca de tomada,2026-03-09 09:53,Fechado,,,,Campus Paulo Freire,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-17.534828808942148, -39.72394543442796",,"Prezados,
Bom dia!
Precisamos instalar uma cabine de segurança biológica no Laboratório de Microbiologia (Pétala A, NP), porém a tomada do equipamento é de 20A.
Por gentileza, solicito a troca da tomada do laboratório por uma tomada de 20A. Temos uma aula agendada para o dia 17/03/2026 em que o equipamento será utilizado; por esse motivo, temos urgência na realização da instalação.
Muito obrigada!
Atenciosamente,
Mariana Neto Rosa Lima
Setor de Laboratórios
UFSB/CPF",,,Climatização > Ar condicionado,,0.99,LSTM,Baixa
2026030189,Ar condicionado não está funcionando,2026-03-09 11:07,Fechado,,,,Reitoria,,,,,Climatização > Ar condicionado split,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Prezados,

Por gentileza, verificar o aparelho de ar condicionado do lounge do Gabinete da Reitoria. Não está funcionando.

Obrigada",,,Hidrossanitária > Hidráulica,,0.39,LSTM_BAIXA_CONF,Baixa
2026030190,Vazamento na pia,2026-03-09 11:18,Fechado,,,,Campus Jorge Amado,,,,,Hidrossanitária > Hidráulica,,,,0,,,,"-14.770883343840165, -39.23605772449692",,"Vazamento na pia, favor identificar se o vazamento é na torneira ou no cifão
Local: Laboratório de Solos",,,Elétrica > Instalações elétricas,,0.92,LSTM_BAIXA_CONF,Baixa
2026030191,Tomada sem funcionar,2026-03-09 11:19,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.770883343840165, -39.23605772449692",,"Tomada sem funcionar, próximo a estufa no Laboratório de Solos",,,Elétrica > Instalações elétricas,,0.88,LSTM_BAIXA_CONF,Baixa
2026030194,Tomadas sem funcionar,2026-03-09 13:45,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.770883343840165, -39.23605772449692",,"Tomadas sem funcionar
Local: Sala Patrimônio/Almoxarifado",,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.94,LSTM_BAIXA_CONF,Baixa
2026030199,Porta de vidro Biblioteca,2026-03-09 14:49,Fechado,,,,Campus Sosígenes Costa,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,0,,,,"-16.424657613462742, -39.135949237122865",,"Boa tarde!
Porta de vidro da frente da biblioteca com defeito, por gentileza verificar com uma certa urgencia.",,,Elétrica > Instalações elétricas,,0.91,LSTM_BAIXA_CONF,Baixa
2026030201,Atualização elétrica para demanda de equipamento,2026-03-09 15:23,Processando (atribuído),,,,Campus Sosígenes Costa,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-16.424310442233665, -39.1367972326299",,"Venho por este chamado solicitar que seja instalada uma nova fiação, bem como um disjuntor próprio, para atender à demanda de um forno mufla Digital, marca SPLabor, Modelo SP-1200DM/G].
O novo circuito elétrico deve ser instalado no Laboratório de Geologia e Paleontologia. As fotos anexas mostram a futura localização do forno mufla dentro do lab. em questão, e evidencia qual sistema elétrico deverá ser alterado.
O novo circuito elétrico deve comportar as seguintes características: Voltagem 220V, frequência 50-60Hz, potência 3500W e disjuntor de 18A, conforme imagem do manual anexada.",,,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,0.38,LSTM_BAIXA_CONF,Baixa
2026030203,Realizar troca de suporte para alcool em gel,2026-03-09 15:37,Fechado,,,,Campus Jorge Amado,,,,,"Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)",,,,0,,,,"-14.770309469288907, -39.23560995592077",,"Verificar e identificar suportes para alcool em gel, danificados ou desgastados por todo o prédio, para realizar a troca por suportes novos.",,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.51,LSTM_BAIXA_CONF,Baixa
2026030205,Instalação de quadro de vidro,2026-03-09 16:09,Fechado,,,,Campus Paulo Freire,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,0,,,,"-17.534235850278133, -39.724091821208056",,Solicito a instalação de um quadro de vidro no laboratório de Química localizado no Núcleo pedagógico.,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.91,LSTM_BAIXA_CONF,Baixa
2026030208,Intervenções de infraestrutura necessárias no espaço da cantina,2026-03-09 16:30,Processando (atribuído),,,,Campus Sosígenes Costa,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-16.423058409985778, -39.136850127779546",,"A cantina está funcionando por meio de termo de autorização precária em um espaço no pavilhão de feiras e é necessário a construção de uma estrutura para que fique o botijão de gás e que exista uma tubulação para condução do gás que não esteja exposto ao sol, pois tem ocorridos acidentes com mangueira devido o sol.",,,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,0.27,LSTM_BAIXA_CONF,Baixa
2026030209,Mobiliário e equipamento,2026-03-09 17:12,Fechado,,,,Campus Paulo Freire,,,,,"Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)",,,,0,,,,"-17.534582646209113, -39.72461446135704",,"Gostaria de solicitar uma cadeira giratória para a mesa 2023000080, no gabinete 22 (núcleo pedagógico, cpx 2). Além disso, também um monitor 21"" ou superior.",,,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,0.3,LSTM_BAIXA_CONF,Baixa
2026030210,Retirada de negatoscópio,2026-03-09 17:53,Fechado,,,,Campus Paulo Freire,,,,,"Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)",,,,0,,,,"-17.53509594844953, -39.723741633969354",,"Boa tarde!
Solicito retirada de 2 negatoscópios da CEAME para realização de prova em outro local, com posterior reinstalação.

Obs: prova será realizada no dia 11/03/2026.",,,Hidrossanitária > Hidráulica,,0.53,LSTM_BAIXA_CONF,Baixa
2026030216,Pia Vazando,2026-03-10 13:31,Fechado,,,,Campus Jorge Amado,,,,,Hidrossanitária > Hidráulica,,,,0,,,,#N/A,,"Pia com vazamento, favor identificar se é no cifão.
Local: Copa dos funcionários",,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.98,LSTM,Baixa
2026030217,"Janela travada, apresenta dificuldade para fechar",2026-03-10 13:33,Fechado,,,,Campus Jorge Amado,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,0,,,,"-14.770309469288907, -39.23560995592077",,"Janela travada, apresenta dificuldade para fechar
Local: Copa dos alunos",,,Hidrossanitária > Hidráulica,,0.35,LSTM_BAIXA_CONF,Baixa
2026030219,Cifão de pia solto,2026-03-10 14:32,Fechado,,,,Campus Jorge Amado,,,,,Hidrossanitária > Hidráulica,,,,0,,,,"-14.770309469288907, -39.23560995592077",,"Cifão de pia solto, favor reinstalar
Local: Banheiro Masculino 2° Andar",,,Hidrossanitária > Hidráulica,,0.84,LSTM_BAIXA_CONF,Baixa
2026030222,Torneira travada,2026-03-10 15:00,Fechado,,,,Campus Jorge Amado,,,,,Hidrossanitária > Hidráulica,,,,0,,,,"-14.770309469288907, -39.23560995592077",,"Torneira travada, botão que aciona o fechamento da água não está funcionando.
O técnico já realizou manutenções na mesma porém o problema persiste, caso continue será necessário a compra de outra torneira para subsituir a que está com defeito.
Local: Banheiro Masculino - 1° Andar",,,Outros > Outros,,0.25,LSTM_BAIXA_CONF,Baixa
2026030224,Ventilador de parede sem funcionar,2026-03-10 15:24,Fechado,,,,Campus Jorge Amado,,,,,Outros > Outros,,,,0,,,,"-14.77147998352185, -39.23434744042999",,"Ventilador de parede sem funcionar
Local: Copa Funcionários
Carater de urgência",,,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,0.48,LSTM_BAIXA_CONF,Baixa
2026030226,Instalação de banners nas paredes da Sala das Incubadoras - 3. Andar,2026-03-10 15:39,Fechado,,,,Reitoria,,,,,"Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)",,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Prezados colegas, boa tarde.

Solicito ajuda para pregar uns banneres da ITESBA na parede da nossa sala no 3. andar.

Obrigada,

Valérie",,,Manutenção Preventiva > Nobreak,,0.31,LSTM_BAIXA_CONF,Baixa
2026030230,Manutenção Preventiva de Nobreaks,2026-03-11 00:00,Fechado,,,,Reitoria,,,,,Manutenção Preventiva > Nobreak,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Manutenção preventiva dos nobreaks localizados no data center, visando garantir a confiabilidade do sistema e prevenir falhas operacionais.",,,Elétrica > Instalações elétricas,,0.73,LSTM_BAIXA_CONF,Baixa
